Highlight,Title,Author,URL,Note,Location,Date
"Er is inmiddels een berg aan wetenschappelijk bewijs dat vrij, risicovol spel goed is voor de fysieke en mentale gezondheid van kinderen.","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,,11,2025-10-04 22:37:00
"Spelen, schreef de historicus Johan Huizinga al in 1938, geeft het leven zin.","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,,12,2025-10-04 18:29:00
"alles verandert als je niet uitgaat van wantrouwen, maar vanVakmanschap en competentie worden de belangrijkste waarden, in plaats van rendement en productiviteit. Stel je voor wat dat zou betekenen voor andere functies en beroepen. CEO’s gaan aan de slag omdat ze geloven in hun bedrijf, academici gaan overuren draaien omdat ze nieuwsgierig zijn, leraren gaan lesgeven omdat ze zich verantwoordelijk voelen voor hun leerlingen, psychologen behandelen zo lang als nodig is om hun cliënt beter te maken en bankiers halen voldoening uit hun rol als dienstverlener","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,,13,2025-10-04 15:34:00
"Als je werknemers behandelt alsof ze verantwoordelijk en betrouwbaar zijn, dan zijn ze dat ook.","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,Zobrist (fransman),14,2025-10-04 15:31:00
"bestuurders houden van moeilijk. ‘Want dat maakt je baan interessanter’, legt De Blok uit. ‘Endan kun je zeggen: zie je wel, ik ben nodig om die complexiteit te regelen.’
Zou het kunnen dat een groot deel van wat we de ‘kenniseconomie’ noemen zo in elkaar zit? Dat hoogopgeleide managers en consultants eenvoudige dingen zo complex mogelijk maken, zodat zij weer nodig zijn om die complexiteit te managen? Stiekem denk ik weleens dat dit het verdienmodel is van zowel bankiers op de Zuidas als van postmoderne filosofen die schrijven in een onbegrijpelijk jargon. Ze maken eenvoudige zaken zo ingewikkeld mogelijk.","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,minder top-down controle (management) en meer vertrouwen zorgt voor hogere kwaliteit werk. intrinsieke motivatie > extrinsieke (straf en beloning).,15,2025-10-04 15:23:00
"Uit een groot onderzoek onder 230.000 werknemers in 142 landen bleek een paar jaar geleden dat slechts 13 procent zich ‘geëngageerd’ voelt op zijn werk.17 13 procent. Als je zulke cijfers tot je door laat dringen, dan besef je hoeveel ambitie en energie we nu laten liggen.","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,,16,2025-10-04 15:16:00
"Maar in grote, moderne organisaties lijken sociopaten het juist iets beter te doen op de carrièreladder. Uit sommige studies blijkt dat 4 tot 8procent van de CEO’s kan worden gediagnosticeerd met sociopathie, vergeleken met 1 procent onder de gewone bevolking.37 In een ‘democratie’ kan schaamteloosheid al helemaal van pas komen. Politici die geen last hebben van schaamte kunnen namelijk dingen doen die voor anderen simpelweg onmogelijk zijn. Waar anderen zich rot voor zouden schamen.","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,"Problematic incentive structure. As he calls it ""survival of the shameless"",  where being shameless and a morally questionable compass allows them more benefits and power.",17,2025-10-02 22:27:00
Rousseau merkte al op dat onze regeringsvorm eigenlijk een ‘electieve aristocratie’ is. In werkelijkheid zijn de burgers namelijk niet aan de macht.,"meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,,18,2025-10-02 22:21:00
"Mythes hielpen ons om op enorme schaal samen te werken met miljoenen vreemdelingen.
Grote beschavingen zijn volgens deze theorie een kwestie van grote verbeeldingskracht","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,,19,2025-10-01 22:58:00
Deze theorie kan mogelijk ook verklaren waarom mannen doorgaans lager scoren op empathietesten dan vrouwen. In 2018 bleek uit een grote studie van de Universiteit van Cambridge dat hier geen genetische verklaring voor is.15 Het lijkt vooral te maken te hebben met wat wetenschappers ‘socialisatie’ noemen.Oftewel: we leven in een samenleving waarin de macht zo is verdeeld dat vrouwen voortdurend hun best moeten doen om mannen (die vaak hogere posities hebben) te begrijpen.,"meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,Goede studies? Meta-analyse? Gaat tegen veel mensen in die zeggen dat persoonlijkheidsverschillen een psychplogische basis heeft.,20,2025-10-01 22:34:00
"machtige mensen hebben dezelfde neigingen.10 Ze gedragen zich alsof ze hersenletsel hebben opgelopen. Letterlijk. Ze zijn impulsiever, egoïstischer, roekelozer, arroganter,narcistischer en grover dan gemiddeld. Ze gaan vaker vreemd, luisteren minder goed en hebben minder oogvoor het perspectief van een ander. Ze zijn ook schaamtelozer, en laten die ene gezichtsuitdrukking die mensen uniek maakt in het dierenrijk zelden zien.
Ze blozen niet.","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,,21,2025-09-30 22:19:00
Het mechanisme dat ons de aardigste én de wreedste soort op de planeet heeft gemaakt. Het is een ongemakkelijke waarheid:empathie en xenofobie zijn twee kanten van dezelfde medaille.,"meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,,22,2025-09-30 21:47:00
"Volgens de psycholoog is empathie geen warme zon die de wereld verlicht.Empathie is een schijnwerper. Een zoeklicht. Het is gericht op een specifieke persoon of een enkele groep uit je eigen leefwereld. Terwijl je de emoties van de enkelin-g opzuigt, verdwijnt de rest van de wereld naar de achtergrond.","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,Weerhoudt ons van rationele morele beslissingen.,23,2025-09-30 21:45:00
"In de praktijk is empathie een hopeloos beperkte emotie, aldus professor Bloom.
Empathie voelen we vooral voor mensen die dicht bij ons staan.","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,meet empathie is niet het antwoord. Beleid moet dus ook niet dit als basis hebben.,24,2025-09-28 18:17:00
"Ook als we net doen alsof iedereen gelijk is, en verschillen in huidskleur, uiterlijk en rijkdom niet bestaan, dan nóg zien kinderen verschil.","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,,25,2025-09-27 22:48:00
"Een Amerikaanse soldaat vocht niet uit patriottisme, ontdekten de wetenschappers, en een Britse soldaat dacht vrijwel nooit aan de democratische rechtsstaat.De jongens vochten niet voor hun vaderland, ze vochten voor hun maten.","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,,26,2025-09-25 22:48:00
mensen in 90 procent van degevallen elkaar helpen.,"meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,Op basis van observationeel onderzoek. Door Marie Lindegaard.,27,2025-09-25 22:29:00
"Als er sprake is van een levensgevaarlijke situatie (iemand verdrinkt of iemand wordt aangevallen) en als de omstanders met elkaar kunnen communiceren (en dus niet in een afgesloten hok zitten), is er juist sprake van een omgekeerd omstanderseffect. ‘Een groter aantal omstanders’, schrijven de onderzoekers, ‘leidt zelfs tot meer in plaats van minder hulp.’","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,,28,2025-09-25 22:28:00
"In het boek Eichmann in Jeruzalem van Hannah Arendt staat een fascinerende passage over de redding van de Deense Joden. ‘Het is het enige geval’, schreef de filosoof, ‘waarin nazi’s openlijke weerstand ondervonden van de plaatselijke bevolking, en het resultaat lijkt te zijn geweest dat zij […] van houding veranderden. Blijkbaar beschouwden zij de vernietiging van een heel volk niet meer als vanzelfsprekend. Zij hadden weerstand ondervonden die gebaseerd was op principes, en hun “hardheid” was gesmolten als boter in de zon…’48","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,,29,2025-09-22 23:57:00
"Verzet is een vaardigheid. ‘Wat Milgrams helden onderscheidt’, concludeert Hollander,‘is een grotendeels doceerbare competentie in het verzet tegen dubieuze autoriteit.’39","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,,30,2025-09-22 23:50:00
Helaas hebben we de simpele conclusies van Stanley Milgram (de mens laat zich gedachteloos meeslepen door het kwaad) beter onthouden dan de gelaagde filosofie van Hannah Arendt (de mens laat zich verleiden door het kwaad dat goed lijkt).,"meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,,31,2025-09-22 23:48:00
"Hannah Arendt was een van die zeldzame filosofen die geloofde dat de meeste mensen deugen.36Ze stelde dat onze behoefte aan liefde en vriendschap menselijker is dan ons verlangen naar haat en geweld.En als mensen voor het kwaad kiezen, vervolgde ze,dan voelen ze alsnog de behoefte zich te verschuilen achter leugens en clichés die suggereren dat het kwade toch goed is.","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,,32,2025-09-22 23:45:00
"In de 1.300 pagina’s aan interviews, vol verknipte ideeën en fantasieën, wordt voor iedere lezer duidelijk dat Eichmann geen gedachteloze bureaucraat was. Hij was juist een fanaticus. Hij handelde niet uit onverschilligheid, maar uit overtuiging. Net als Milgrams proefpersonen deed hij het kwade omdat hij dacht dat het goed was.","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,,33,2025-09-22 23:39:00
"Te veel milieuactivisten onderschatten de weerbaarheid van de mens. En ik vrees dat hun cynisme een zelfvervullende profetie kan zijn, een nocebo waar je moedeloos van wordt, en waardoor de opwarming alleen maar sneller zal verlopen.","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,,34,2025-09-21 22:27:00
de geschiedenis wordt geschreven door de overwinnaars. De oudste boeken en geschriften staan vol met propaganda van staten en machthebbers.Ze zijn geschreven door onderdrukkers die zichzelf ophemelden en neerkeken op de rest.,"meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,,35,2025-09-20 19:10:00
"‘Geen Europeaan die het Wilde Leven heeft geproefd’, schreef Franklin, ‘kan het daarna nog verdragen om in onze samenleving te leven.’","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,Benjamin Franklin. Mooi geschreven.,36,2025-09-20 19:04:00
"Wat we tegenwoordig ‘mijlpalen van beschaving’ noemen – de uitvinding van het geld,het schrift en de rechtspraak – waren aanvankelijk mijlpalen van onderdrukking","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,,37,2025-09-20 19:01:00
Rousseau had namelijk óók gelijk toen hij schreef dat landbouwers een stuk ongezonder waren dan jagers en verzamelaars,"meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,herhaling van Harari's Sapiens. Landbouw is niet zo zeer een positieve ontwikkeling geweest.,38,2025-09-19 22:42:00
de oerman was waarschijnlijk geen macho.Hij was eerder een protofeminist,"meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,,39,2025-09-17 22:27:00
"‘Oorlog gaat niet eindeloos terug in de tijd’,concludeert de vooraanstaande archeoloog Brian Ferguson. ‘Het had een begin.’","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,Waarom zou je elkaar afslachten als omstandigheden bar zijn?,40,2025-09-17 22:15:00
"Wat gebeurt er als we een samenleving bestuderen zonder nederzettingen, zonder landbouw en zonder paarden – een samenleving die model kan staan voor hoe we leefden in de prehistorie?
Je voelt hem waarschijnlijk al aankomen: dan blijkt oorlog een zeldzaamheid. Nomadische jagers en verzamelaars houden nu eenmaal niet van geweld,concludeerde Douglas Fry toen hij in 2013 een lijst van representatieve samenlevingen opstelde voor hettijdschrift Science.43 Nomaden lossen conflicten liever op door ze uit te praten of naar een andere vallei te verkassen.","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,Opposed to perspective of Yuval Harari in Sapiens,41,2025-09-17 22:09:00
De vooraanstaande primatoloog Robert Sapolsky concludeert dat apen ons weinig kunnen leren over hoe we vroeger zelf waren: ‘Het is een leeg debat.’,"meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,,42,2025-09-17 21:56:00
"Als een wetenschapper de mens als moordzuchtige aap neerzette, werd die studie meestal wel opgepikt door journalisten. Maar als een collega stelde dat het juist meeviel, luisterde bijna niemand.","meeste mensen deugen. Een nieuwe geschiedenis van de mens, De",Rutger Bregman,,People are more interested in controversy. Problematic incentive structures.,43,2025-09-16 22:44:00
